Brand,Model,Price,Kms_driven,Fuel_type,Transmission,Ownership,Rating,State
2014 Ford Figo,EXI 1.4 DIESEL,₹2.00 lakh,91.78k km,Diesel,Manual,1st owner,Verified Owner,Karamsad Anand
2017 BMW X1,xDrive20d xLine,₹27.50 lakh,51.10k km,Diesel,Auto,1st owner,Verified Dealer,"Sarjapur road, HSR Layout, Bangalore"
2015 Hyundai Xcent,S 1.1 CRDI,₹2.00 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Mominpara Raipur Chhattisgarh
2012 Renault Duster,110 PS RXZ DIESEL,₹1.96 lakh,1.0L km,Diesel,Manual,1st owner,Verified Owner,Kalyanpur Kanpur
2014 Hyundai Xcent,SX 1.1 CRDI (O),₹2.41 lakh,1.5L km,Diesel,Manual,1st owner,Verified Owner,Meera Nagar Jodhpur
2015 Hyundai i20 Active,1.4 SX,₹2.50 lakh,1.6L km,Diesel,Manual,2nd owner,Verified Owner,Anand Vihar Alwar Rajasthan
2012 Maruti Ertiga,VXI,₹2.50 lakh,1.5L km,Petrol,Manual,5th owner,Verified Owner,Sector 18 Gurugram
2019 Hyundai Elite i20,,₹4.40 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Pratap Nagar Jodhpur
2013 Hyundai i20,MAGNA (O) 1.4 CRDI,₹1.89 lakh,92.38k km,Diesel,Manual,2nd owner,Verified Owner,Sector 14 Gandhinagar
2014 Maruti Wagon R 1.0,LXI CNG,₹3.78 lakh,59.26k km,CNG,Manual,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2015 Ford Ecosport,TITANIUM 1.5L DIESEL,₹4.84 lakh,90.90k km,Diesel,Manual,3rd owner,Verified Owner,AMEER COMPLEX Milagatta Shimoga
2021 Maruti Baleno,ZETA PETROL 1.2,₹4.92 lakh,1.5L km,Petrol,Manual,1st owner,CARS24 Assured,"Vaishali, Ghaziabad"
2021 Tata Tiago,XT PETROL,₹4.49 lakh,20.13k km,Petrol,Manual,1st owner,CARS24 Assured,"Atal Path, Patna"
2016 Skoda Rapid,STYLE 1.5 TDI AT,₹4.81 lakh,1.8L km,Diesel,Auto,2nd owner,Verified Owner,Satsang Nagar Deoghar
2022 Tata PUNCH,CREATIVE MT,₹6.25 lakh,29.35k km,Petrol,Manual,1st owner,Verified Owner,Bariatu Ranchi
2010 Hyundai i10,MAGNA 1.2,₹0.86 lakh,98.48k km,Petrol,Manual,4th owner,Verified Owner,Subhash Nagar Colony Bareilly
2012 Maruti Wagon R 1.0,LXI,₹3.09 lakh,81.03k km,Petrol,Manual,2nd owner,Verified Owner,Malakunnam Thuruthy Kerala
2018 Hyundai Elite i20,,₹6.08 lakh,44.19k km,Petrol,Manual,1st owner,Verified Owner,Bouta Waddo Assagao Goa
2021 Renault Kwid,RXT 1.0 (O),₹3.45 lakh,22.37k km,Petrol,Manual,1st owner,CARS24 Assured,Seawood
2016 Maruti Ritz,LDI,₹1.06 lakh,91.39k km,Diesel,Manual,3rd owner,Verified Owner,644P+J6 Gwalior Madhya Pradesh
2017 Maruti Celerio,ZXI AMT,₹3.25 lakh,51.63k km,Petrol,Auto,1st owner,Verified Owner,Talwandi Kota
2019 Tata NEXON,XE PETROL,₹4.35 lakh,88.40k km,Petrol,Manual,2nd owner,Verified Owner,Gulzar Nagar Bhilwara
2015 Chevrolet Beat,LS PETROL,₹1.30 lakh,48.04k km,Petrol,Manual,2nd owner,Verified Owner,Ganeshram Nagar Raipur
2018 Maruti Celerio,ZXI AMT,₹3.79 lakh,83.68k km,Petrol,Auto,1st owner,Verified Owner,Chhapra Navsari Gujarat
2010 Hyundai i10,MAGNA 1.2,₹1.28 lakh,74.25k km,Petrol,Manual,1st owner,Verified Owner,Hem Chand Compound Aligarh
2011 Chevrolet Spark,LT 1.0,₹1.10 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Bariatu Housing Colony Ranchi Jharkhand
2017 Hyundai Elite i20,,₹4.03 lakh,60.69k km,Petrol,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2017 Datsun Redi Go,S 1.0,₹1.99 lakh,29.30k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Party, Rajkot"
2010 Tata Manza,AQUA QUADRAJET,₹1.86 lakh,2.4L km,Diesel,Manual,1st owner,Verified Owner,Bahadur Shaikh Naka
2016 Chevrolet Sail,1.3 LT ABS,₹2.62 lakh,1.4L km,Diesel,Manual,2nd owner,Verified Owner,Marjandeya nagar Solapur
2018 Datsun Redi Go,T,₹1.73 lakh,47.80k km,Petrol,Manual,2nd owner,Verified Owner,Jawahar Nagar Raipur
2012 Hyundai Santro Xing,,₹1.06 lakh,91.11k km,Petrol,Manual,2nd owner,Verified Owner,Kalyanpur Kanpur Uttar Pradesh
2011 Hyundai i20,MAGNA 1.2,₹1.50 lakh,1.6L km,Petrol,Manual,4th owner,Verified Owner,Ganesh Nagar Ausa
2016 Maruti Alto K10,VXI,₹2.64 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,Curti Bandiwada
2010 Maruti Wagon R,LXI MINOR,₹0.94 lakh,1.6L km,Petrol,Manual,1st owner,Verified Owner,Sargasan Gandhinagar Gujarat
2012 Skoda Rapid,AMBITION 1.6 TDI CR MT,₹2.35 lakh,87.26k km,Diesel,Manual,3rd owner,Verified Owner,VadaseryPuthukudierupu Nagercoil Tamil Nadu
2015 Maruti Alto K10,VXI,₹3.00 lakh,58.28k km,Petrol,Manual,2nd owner,Verified Owner,Jatpura Jalandhar
2014 Maruti Swift Dzire,TOUR DIESEL,₹1.24 lakh,1.4L km,Diesel,Manual,3rd owner,Verified Owner,Akhaliya Vikas Yojana Jodhpur Rajasthan
2016 Tata Tiago,XZ PETROL,₹2.90 lakh,1.1L km,Petrol,Manual,2nd owner,Verified Owner,Bhrampuri Modinagar Uttar Pradesh
2012 Hyundai i10,MAGNA 1.1,₹1.20 lakh,86.07k km,Petrol,Manual,3rd owner,Verified Owner,Gujaini Kanpur Uttar Pradesh
2022 Honda Amaze,1.2L I-VTEC S,₹5.00 lakh,33.40k km,Petrol,Manual,1st owner,Verified Owner,Pan Bazaar Guwahati Assam
2016 Hyundai Creta,SX 1.6 DIESEL,₹7.50 lakh,71.77k km,Diesel,Manual,1st owner,Verified Dealer,"Moti Nagar, Jajmau, Kanpur"
2018 Ford Ecosport,TITANIUM + 1.5L DIESEL,₹6.53 lakh,90.39k km,Diesel,Manual,2nd owner,Verified Dealer,"Changurabhata, Raipur"
2015 Hyundai i20 Active,1.2 S,₹3.55 lakh,1.4L km,Petrol,Manual,1st owner,Verified Owner,Sangam Nagar Jodhpur Rajasthan
2020 Renault TRIBER,RXE MT,₹4.96 lakh,42.12k km,Petrol,Manual,1st owner,CARS24 Assured,"Nexus Vijaya Mall, Vadapalani"
2015 Renault Duster,110 PS RXZ 4X4 MT DIESEL,₹3.80 lakh,86.29k km,Diesel,Manual,1st owner,Verified Dealer,"Moti Nagar, Jajmau, Kanpur"
2015 Mahindra XUV500,W10,₹8.96 lakh,1.1L km,Diesel,Manual,1st owner,Verified Dealer,"Untwadi, Nashik"
2014 Volkswagen Polo,,₹2.75 lakh,53.79k km,Petrol,Manual,1st owner,Verified Owner,Old Jalna Maharashtra
2013 Renault Scala,RXZ PETROL AT,₹1.20 lakh,1.1L km,Petrol,Auto,2nd owner,Verified Owner,Marod Mapusa
2018 Jeep Compass,LIMITED 1.4 PETROL AT,₹7.50 lakh,46.60k km,Petrol,Auto,1st owner,Verified Owner,Arera Hills Bhopal
2015 Hyundai Grand i10,,₹2.82 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Basant Vihar Bahadurgarh
2023 Maruti Swift,ZXI,₹6.82 lakh,35.75k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2010 Maruti Ritz,VXI,₹1.30 lakh,86.52k km,Petrol,Manual,2nd owner,Verified Owner,Rasulgarh Bhubaneswar Odisha
2010 Hyundai Santro Xing,,₹0.88 lakh,1.0L km,Petrol,Manual,1st owner,Verified Owner,Gulmohar Colony Bhopal
2014 Honda Brio,S MT,₹2.57 lakh,75.15k km,Petrol,Manual,3rd owner,Verified Owner,Lohagal Village Ajmer Rajasthan
2021 Maruti Alto,VXI,₹3.20 lakh,21.90k km,Petrol,Manual,1st owner,Verified Owner,Instrumentation Limited Colony Kota Rajasthan
2012 Volkswagen Polo,,₹1.00 lakh,97.64k km,Diesel,Manual,3rd owner,Verified Owner,Rameshwar Nagar Surendranagar
2020 Ford Ecosport,TREND 1.5L DIESEL,₹5.99 lakh,56.92k km,Diesel,Manual,1st owner,CARS24 Assured,"Atal Path, Patna"
2012 Volkswagen Vento,,₹2.42 lakh,88.07k km,Diesel,Manual,1st owner,Verified Owner,Rampura Kota Rajasthan
2011 Volkswagen Vento,,₹2.25 lakh,1.0L km,Petrol,Manual,2nd owner,Verified Owner,Canada Corner Nashik
2020 Maruti S Cross,ALPHA 1.5,₹9.90 lakh,29.04k km,Petrol,Manual,1st owner,Verified Owner,Kamaraj Nagar Namakkal
2017 Mahindra KUV 100 NXT,,₹3.75 lakh,20.14k km,Petrol,Manual,1st owner,CARS24 Assured,"Gomti Nagar, Lucknow"
2015 Maruti Ciaz,ZDI+ SHVS,₹2.90 lakh,66.99k km,Diesel,Manual,2nd owner,Verified Owner,Firdaus Nagar Aligarh Uttar Pradesh
2023 Renault TRIBER,RXE MT,₹4.60 lakh,25.38k km,Petrol,Manual,1st owner,Verified Owner,Kalyanpur Kanpur
2018 Tata NEXON,XM PETROL,₹4.50 lakh,97.31k km,Petrol,Manual,1st owner,Verified Owner,Sector 13 Gandhinagar
2023 Toyota Glanza,S,₹6.60 lakh,10.63k km,Petrol,Manual,1st owner,CARS24 Assured,"Paras Downtown Square, Chandigarh"
2021 Hyundai VENUE,S 1.2,₹7.20 lakh,48.46k km,Petrol,Manual,1st owner,Verified Dealer,"Irc Village Nayapalli, Bhubaneswar"
2015 Ford Ecosport,TREND+ 1.5L DIESEL,₹1.50 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Borjhar Guwahati Assam
2017 Hyundai Elite i20,,₹5.25 lakh,74.50k km,Petrol,Manual,2nd owner,Verified Dealer,"Guru Nanak Car Bazar,Rajinder Nagar, Amritsar"
2021 Maruti Swift,VXI AMT,₹6.50 lakh,43.52k km,Petrol,Auto,1st owner,Verified Owner,Aggarwal Colony Bahadurgarh Haryana
2010 Hyundai i10,MAGNA 1.2,₹0.98 lakh,55.76k km,Petrol,Manual,2nd owner,Verified Owner,Sarhul Nagar Ranchi
2023 Maruti Baleno,SIGMA PETROL 1.2,₹4.97 lakh,55.48k km,Petrol,Manual,1st owner,Verified Owner,Kishanbagh Gwalior Madhya Pradesh
2014 Maruti Swift Dzire,VDI,₹3.00 lakh,1.2L km,Diesel,Manual,7th owner,Verified Owner,Dudu Dantri
2021 Maruti New Wagon-R,,₹4.35 lakh,66.24k km,Petrol,Manual,2nd owner,Verified Owner,East Bhatia Nagar Yamuna Nagar Haryana
2013 Hyundai Santro Xing,GL,₹0.87 lakh,1.2L km,Petrol,Manual,7th owner,Verified Owner,Adarsh Nagar Bahadurgarh Haryana
2014 Nissan Micra,XL PETROL,₹1.55 lakh,1.4L km,Petrol,Manual,2nd owner,Verified Owner,Civil Lines Bareilly Uttar Pradesh
2011 Hyundai Santro Xing,GL,₹1.31 lakh,1.2L km,Petrol,Manual,2nd owner,Verified Owner,Sarvodaya Nagar Jabalpur
2013 Hyundai Eon,D-LITE,₹1.33 lakh,36.92k km,Petrol,Manual,2nd owner,CARS24 Assured,"Gaur City mall, Multilevel parking, Greater Noida"
2017 Maruti Vitara Brezza,,₹5.14 lakh,72.33k km,Diesel,Manual,1st owner,CARS24 Assured,"Maharishi Puram, Agra"
2010 Maruti 800,STD,₹0.45 lakh,26.26k km,Petrol,Manual,1st owner,Verified Owner,Amanaka Raipur Chhattisgarh
2014 Toyota Fortuner,3.0 4X2 MT,₹13.15 lakh,1.1L km,Diesel,Manual,2nd owner,Verified Owner,Fauz Ka Mohalla Jhunjhunu
2010 Maruti Alto,LXI,₹1.45 lakh,53.18k km,Petrol,Manual,3rd owner,Verified Owner,Pulluvila Nemom Kerala
2012 Mahindra XUV500,W8,₹3.00 lakh,1.6L km,Diesel,Manual,1st owner,Verified Owner,Karaswada Mapusa Goa
2016 Maruti Swift,ZXI,₹3.76 lakh,19.91k km,Petrol,Manual,1st owner,Verified Owner,Purena Raipur Chhattisgarh
2012 Maruti Alto K10,LXI,₹0.98 lakh,77.10k km,Petrol,Manual,2nd owner,Verified Owner,Colonelganj Kanpur Uttar Pradesh
2018 Hyundai Elite i20,ASTA 1.2,₹5.40 lakh,97.22k km,Petrol,Manual,1st owner,Verified Owner,R K Colony Bhilwara Rajasthan
2011 Hyundai Santro Xing,GL PLUS,₹1.11 lakh,45.07k km,Petrol,Manual,1st owner,Verified Owner,Tilak Dwar Mathura Uttar Pradesh
2016 Maruti Swift,VXI O,₹3.50 lakh,1.2L km,Petrol,Manual,4th owner,Verified Owner,Shankarapura Tumakuru Karnataka
2017 Volkswagen Polo,,₹4.73 lakh,94.00k km,Petrol,Manual,1st owner,CARS24 Assured,"GT World Mall, Bengaluru"
2020 Skoda Rapid,ACTIVE 1.0 TSI,₹5.43 lakh,97.33k km,Petrol,Manual,1st owner,CARS24 Assured,"Bachupally, Hyderabad"
2023 Maruti XL6,ALPHA PLUS AT,₹14.00 lakh,47.27k km,Petrol,Auto,1st owner,Verified Owner,Technopark Campus Kazhakkoottam Kerala
2014 Nissan Micra Active,XV,₹2.50 lakh,31.27k km,Petrol,Manual,3rd owner,Verified Owner,Salap Howrah
2019 Hyundai Elite i20,,₹6.55 lakh,53.92k km,Petrol,Manual,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2011 Hyundai i20,MAGNA 1.2,₹2.26 lakh,85.73k km,Petrol,Manual,1st owner,Verified Owner,Gauravaddo CALANGUTE
2024 Hyundai ALCAZAR,,₹13.50 lakh,15.82k km,Diesel,Manual,1st owner,Verified Owner,Khajurikala Bhopal Madhya Pradesh
2019 Hyundai Grand i10,,₹4.65 lakh,57.92k km,Petrol,Manual,1st owner,Verified Dealer,"Opp Kripa Dham Mandir, Industrial Estate, Kanpur"
2011 Maruti Wagon R 1.0,LXI,₹1.42 lakh,78.65k km,Petrol,Manual,4th owner,Verified Owner,Gwalior Gwalior Madhya Pradesh
2012 Volkswagen Polo,,₹1.42 lakh,98.85k km,Petrol,Manual,4th owner,Verified Owner,Park Colony Jamnagar
2019 Hyundai Xcent,E 1.2 CRDI,₹3.50 lakh,59.71k km,Diesel,Manual,1st owner,Verified Owner,Amkhoh Gwalior Madhya Pradesh
2010 Maruti Wagon R 1.0,VXI,₹1.06 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Panchak Nashik Maharashtra
2013 Maruti Alto 800,LXI,₹1.80 lakh,30.90k km,Petrol,Manual,2nd owner,Verified Owner,Comba Madgaon Goa
2025 Toyota Glanza,V AMT,₹10.20 lakh,2.68k km,Petrol,Auto,1st owner,Verified Owner,Jamalpore Navsari Gujarat
2023 Maruti Alto K10,VXI,₹4.22 lakh,22.33k km,Petrol,Manual,1st owner,Verified Owner,Dalbir Nagar Bahadurgarh Haryana
2014 Skoda Rapid,AMBITION 1.6 TDI CR MT,₹2.98 lakh,1.5L km,Diesel,Manual,2nd owner,Verified Owner,Edavacode Thiruvananthapuram Kerala
2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX OPT,₹2.50 lakh,1.7L km,Diesel,Manual,1st owner,Verified Owner,Ranjit Avenue Amritsar
2017 Ford Ecosport,TITANIUM 1.5L DIESEL,₹6.21 lakh,75.35k km,Diesel,Manual,2nd owner,Verified Dealer,"Shashi Nagar, Guruchhaya Colony, Amravati"
2015 Volkswagen Polo,,₹2.90 lakh,64.51k km,Petrol,Manual,1st owner,Verified Owner,Kotra Sultanabad Bhopal Madhya Pradesh
2013 Maruti Swift Dzire,VDI,₹2.00 lakh,1.4L km,Diesel,Manual,2nd owner,Verified Owner,Surya Nagar Mathura Uttar Pradesh
2018 Hyundai Eon,ERA +,₹2.72 lakh,32.77k km,Petrol,Manual,1st owner,Verified Owner,Napier Town Jabalpur
2012 Maruti Alto K10,LXI,₹1.64 lakh,34.11k km,Petrol,Manual,1st owner,Verified Owner,Lawaran Jodhpur Rajasthan
2011 Tata Indigo ECS,LX CR4,₹0.65 lakh,76.13k km,Diesel,Manual,3rd owner,Verified Owner,Shankar Nagar Raipur Chhattisgarh
2020 Maruti Swift,VXI,₹4.92 lakh,95.21k km,Petrol,Manual,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2016 Maruti Swift Dzire,ZXI,₹3.50 lakh,71.75k km,Petrol,Manual,1st owner,Verified Owner,Begpur Aligarh
2022 Skoda SLAVIA,ACTIVE 1.0L TSI MT,₹8.70 lakh,28.47k km,Petrol,Manual,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2016 Hyundai Grand i10,ASTA (O) 1.2 KAPPA VTVT,₹2.80 lakh,32.99k km,Petrol,Manual,1st owner,Verified Owner,Ranchi South Chotanagpur Division JH
2018 Maruti Vitara Brezza,,₹5.72 lakh,81.70k km,Diesel,Manual,2nd owner,Verified Owner,Kaleti Bhinmal
2013 Volkswagen Polo,GT TDI,₹3.80 lakh,2.0L km,Diesel,Manual,3rd owner,Verified Owner,Om Namo Narayana Nagar Tiruppur
2015 Ford Figo,ZXI 1.2 PETROL,₹1.88 lakh,92.10k km,Petrol,Manual,2nd owner,Verified Owner,Theronda Fata Revdanda
2010 Hyundai i10,MAGNA 1.1,₹1.00 lakh,54.24k km,Petrol,Manual,1st owner,Verified Owner,Rampur Garden Bareilly Uttar Pradesh
2016 Maruti Wagon R 1.0,VXI AMT,₹2.74 lakh,88.80k km,Petrol,Auto,1st owner,Verified Owner,Chauhapur Aligarh Uttar Pradesh
2010 Maruti Swift,LXI,₹1.08 lakh,77.14k km,Petrol,Manual,1st owner,Verified Owner,Avas Vikas Hapur Uttar Pradesh
2015 Toyota Fortuner,3.0 4X2 MT,₹12.00 lakh,1.3L km,Diesel,Manual,1st owner,Verified Owner,Birla Colony Campus Satna
2012 Ford Figo,EXI 1.4 DIESEL,₹0.98 lakh,69.63k km,Diesel,Manual,4th owner,Verified Owner,Sarvodaya Nagar Jabalpur
2023 Hyundai GRAND I10 NIOS,,₹6.05 lakh,22.51k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2014 Tata Indigo ECS,LX CR4,₹1.18 lakh,1.4L km,Diesel,Manual,2nd owner,Verified Owner,Panki Kanpur
2024 Tata PUNCH,PURE MT,₹6.36 lakh,26.90k km,Petrol,Manual,1st owner,Verified Owner,Doranda Ranchi
2012 Toyota Etios Liva,GD,₹2.20 lakh,2.1L km,Diesel,Manual,2nd owner,Verified Owner,Vishwalaxmi Nagar Mathura Uttar Pradesh
2019 Maruti Dzire,LXI,₹4.48 lakh,48.99k km,Petrol,Manual,1st owner,CARS24 Assured,"Sector-18, Noida"
2011 Hyundai i20,MAGNA 1.2,₹1.80 lakh,1.2L km,Petrol,Manual,1st owner,Verified Owner,Pandav Nagar Bhubaneswar Odisha
2012 Ford Figo,EXI 1.4 DIESEL,₹1.00 lakh,57.39k km,Diesel,Manual,2nd owner,Verified Owner,Indra Puri North Barrackpur
2020 Honda Amaze,1.2L I-VTEC S,₹4.87 lakh,41.04k km,Petrol,Manual,1st owner,CARS24 Assured,"Mansarovar, Jaipur"
2018 Tata NEXON,XM PETROL,₹4.32 lakh,97.95k km,CNG,Manual,1st owner,CARS24 Assured,"Sachin Magdalla Road, Surat"
2011 Maruti Swift,VDI,₹1.49 lakh,68.22k km,Diesel,Manual,1st owner,Verified Owner,Madhavpuri Mathura Uttar Pradesh
2014 Audi A6,2.0 TDI PREMIUM,₹8.90 lakh,77.03k km,Diesel,Auto,2nd owner,Verified Owner,Ward Number 10 Sidhi
2014 Maruti Swift,VXI,₹2.90 lakh,76.68k km,Petrol,Manual,3rd owner,Verified Owner,Nayapalli Bhubaneswar Odisha
2018 Maruti Wagon R 1.0,VXI,₹3.20 lakh,60.17k km,Petrol,Manual,2nd owner,Verified Owner,Uliyan Jamshedpur Jharkhand
2012 Hyundai i20,SPORTZ 1.2,₹1.60 lakh,95.34k km,Petrol,Manual,5th owner,Verified Owner,Sector 38 Gurugram
2013 Maruti Wagon R 1.0,LXI,₹1.62 lakh,81.53k km,Petrol,Manual,2nd owner,Verified Owner,Ram Nagar Bahadurgarh
2018 Maruti Dzire,LXI,₹4.30 lakh,90.99k km,Petrol,Manual,1st owner,CARS24 Assured,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2012 Nissan Sunny,XL DIESEL,₹1.34 lakh,73.55k km,Diesel,Manual,1st owner,Verified Owner,Northern Town Jamshedpur
2021 Ford Ecosport,TITANIUM 1.5L DIESEL,₹8.85 lakh,1.1L km,Diesel,Manual,1st owner,CARS24 Assured,"Navalur, Chennai"
2011 Honda Civic,1.8L I-VTEC V MT,₹1.56 lakh,65.00k km,Petrol,Manual,1st owner,Verified Owner,Sarai Azamabad Mathura Uttar Pradesh
2018 Hyundai Creta,SX 1.6 DIESEL DUAL TONE,₹10.72 lakh,98.25k km,Diesel,Manual,1st owner,Verified Dealer,"Satpur Samta Nagar, Satpur Colony, Nashik"
2012 Volkswagen Polo,,₹1.56 lakh,1.1L km,Petrol,Manual,3rd owner,Verified Owner,Swarnabhoomi Ama Seoni
2014 Maruti Celerio,VXI,₹2.68 lakh,50.94k km,Petrol,Manual,1st owner,CARS24 Assured,"Korum Mall, Thane West"
2010 Maruti Ritz,VXI,₹1.00 lakh,84.40k km,Petrol,Manual,2nd owner,Verified Owner,Modinagar Bisokhar Uttar Pradesh
2013 Honda Accord,2.4L I-VTEC AT,₹3.75 lakh,2.2L km,Petrol,Auto,1st owner,Verified Owner,Pacca Bagh Jalandhar Punjab
2011 Maruti Wagon R 1.0,VXI,₹1.44 lakh,2.8L km,Petrol,Manual,1st owner,Verified Owner,Shyam Nagar Ankleshwar
2020 Volkswagen Polo,,₹4.35 lakh,41.79k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2023 Tata NEXON,CREATIVE + SUNROOF 1.2 PETROL,₹11.17 lakh,6.83k km,Petrol,Manual,1st owner,Verified Owner,Gokulnagar Himatnagar
2018 Hyundai Creta,SX AT 1.6 DIESEL,₹9.75 lakh,84.07k km,Diesel,Auto,2nd owner,Verified Dealer,"Kushalpur Chowk, Raipur"
2013 Maruti Alto K10,VXI,₹2.18 lakh,40.65k km,Petrol,Manual,1st owner,Verified Owner,Pragati Nagar Latur Maharashtra
2017 Renault Kwid,RXT 1.0 AMT,₹2.94 lakh,21.60k km,Petrol,Auto,2nd owner,CARS24 Assured,"Tathawade, Pune"
2012 Hyundai Eon,SPORTZ,₹1.79 lakh,54.42k km,Petrol,Manual,1st owner,Verified Owner,"Gwalpara, Ichhapur, Adityapur -2 Jamshedpur"
2014 Maruti Alto K10,LXI,₹1.95 lakh,35.23k km,Petrol,Manual,2nd owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2013 Mahindra Quanto,C8,₹2.32 lakh,86.92k km,Diesel,Manual,1st owner,Verified Owner,Nanavali Nashik
2014 Toyota Corolla Altis,G PETROL,₹2.43 lakh,82.43k km,Petrol,Manual,3rd owner,Verified Owner,New Ashok Nagar New Delhi
2018 Hyundai New Elantra,,₹7.75 lakh,1.5L km,Diesel,Manual,1st owner,Verified Dealer,"C-44Utkal Heights Pahal, Bhubaneswar"
2012 Skoda Rapid,AMBITION 1.6 TDI CR MT,₹3.50 lakh,80.01k km,Diesel,Manual,1st owner,Verified Dealer,"Kamod Nagar, Nashik"
2011 Maruti Swift,VDI,₹1.92 lakh,85.07k km,Diesel,Manual,2nd owner,Verified Owner,Kings city Pali
2017 ISUZU D-Max V Cross,,₹12.05 lakh,1.1L km,Diesel,Manual,1st owner,Verified Owner,Cantt Jhansi
2024 Maruti Swift,VXi AMT,₹7.64 lakh,17.10k km,Petrol,Auto,1st owner,Verified Owner,Auto Nagar Visakhapatnam
2017 Hyundai Grand i10,,₹2.80 lakh,98.48k km,Petrol,Manual,2nd owner,Verified Owner,Subhash Nagar Colony Bareilly
2013 Honda Amaze,1.5L I-DTEC S,₹2.50 lakh,69.40k km,Diesel,Manual,2nd owner,Verified Dealer,"Shastri Nagar Govind Nagar, Kanpur"
2017 Ford Ecosport,TITANIUM 1.5L DIESEL,₹4.14 lakh,82.19k km,Diesel,Manual,1st owner,Verified Owner,Adhartal Jabalpur Madhya Pradesh
2012 Hyundai Eon,ERA +,₹0.85 lakh,77.11k km,Petrol,Manual,4th owner,Verified Owner,Choubey Para Mathura Uttar Pradesh
2019 Ford Ecosport,TITANIUM + 1.5L DIESEL,₹7.02 lakh,1.0L km,Diesel,Manual,1st owner,Verified Dealer,"Kushalpur Chowk, Raipur"
2010 Maruti SX4,VXI,₹1.45 lakh,1.2L km,Petrol,Manual,5th owner,Verified Owner,Panchak Nasik Maharashtra
2013 Mahindra Verito,1.5 D4,₹0.90 lakh,67.04k km,Diesel,Manual,1st owner,Verified Owner,Sector 88 Faridabad
2011 Chevrolet Beat,LT DIESEL,₹1.18 lakh,1.9L km,Diesel,Manual,1st owner,Verified Owner,Kulasekharam Thiruvananthapuram Kerala
2021 Honda City,1.5L I-VTEC ZX CVT,₹9.97 lakh,24.08k km,Petrol,Auto,1st owner,CARS24 Assured,"Metro Walk, Rohini, New Delhi"
2019 Honda Amaze,1.2L I-VTEC V,₹4.42 lakh,93.84k km,Petrol,Manual,1st owner,CARS24 Assured,"Akshar Chowk, Akota - Mujmahuda Road, Vadodara"
2017 Maruti Dzire,VXI,₹5.00 lakh,55.60k km,Petrol,Manual,1st owner,Verified Owner,Shibpur Howrah
2011 Toyota Etios Liva,GD SP,₹1.68 lakh,92.52k km,Diesel,Manual,2nd owner,Verified Owner,Chaudhary Digamber Singh Nagar Mathura Uttar Pradesh
2024 Maruti FRONX,DELTA PLUS 1.0 TURBO MT,₹7.67 lakh,10.05k km,Petrol,Manual,1st owner,CARS24 Assured,"Karnavati Club, Ahmedabad"
2017 Hyundai Grand i10,,₹3.39 lakh,59.96k km,Petrol,Manual,1st owner,Verified Owner,Dharamlok Nagar Mathura Uttar Pradesh
2017 Maruti Swift Dzire,VXI (O),₹4.80 lakh,26.40k km,Petrol,Manual,2nd owner,CARS24 Assured,"Nexus Vijaya Mall, Vadapalani"
2016 Hyundai Xcent,BASE 1.1,₹2.00 lakh,71.70k km,Diesel,Manual,2nd owner,Verified Owner,Sarvodaya Nagar Jabalpur Madhya Pradesh
2014 Honda Amaze,1.5L I-DTEC S,₹1.95 lakh,1.2L km,Diesel,Manual,2nd owner,Verified Owner,Yashoda Nagar Kanpur Uttar Pradesh
2010 Maruti Wagon R 1.0,LXI,₹1.44 lakh,87.52k km,Petrol,Manual,2nd owner,Verified Owner,Pushpa Nagar Bhopal Madhya Pradesh
2011 Maruti Swift Dzire,VDI,₹0.75 lakh,2.5L km,Diesel,Manual,3rd owner,Verified Owner,Shitla Nagar Gwalior
2021 Tata ALTROZ,XT PETROL,₹4.77 lakh,88.55k km,Petrol,Manual,1st owner,CARS24 Assured,"Dewas Naka, Lasudia Mori"
2010 Chevrolet Beat,LS PETROL,₹1.00 lakh,55.47k km,Petrol,Manual,2nd owner,Verified Owner,Railway Colony Bhopal Madhya Pradesh
